mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
70	66	427/2	427/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	940										11
70	66	214	214	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	941										11
70	66	423/2	423/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	942										
70	66	212	212	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	943										
70	66	425/2	425/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	944										
70	66	213	213	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	945										
70	66	427/2	427/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	946										
70	66	214	214	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	947										
71	67	429/2	429/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	948										11
71	67	216	216	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	949										11
71	67	429/2	429/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	950										11
71	67	215	215	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	951										11
71	67	431/2	431/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	952										11
71	67	216	216	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	953										11
71	67	433/2	433/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	954										11
71	67	217	217	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	955										11
71	67	429/2	429/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	956										
71	67	215	215	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	957										
71	67	431/2	431/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	958										
71	67	216	216	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	959										
71	67	433/2	433/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	960										
71	67	217	217	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	961										
72	68	435/2	435/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	962										11
72	68	219	219	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	963										11
72	68	220	220	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	964										11
72	68	435/2	435/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	965										11
72	68	218	218	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	966										11
72	68	437/2	437/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	967										11
72	68	219	219	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	968										11
72	68	439/2	439/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	969										11
72	68	220	220	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	970										11
72	68	435/2	435/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	971										
72	68	218	218	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	972										
72	68	437/2	437/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	973										
72	68	219	219	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	974										
72	68	439/2	439/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	975										
72	68	220	220	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	976										
73	69	441/2	441/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	977										11
73	69	222	222	0.0	3/8	3/8	Spanner	6/8	1	1	0														
73	69	222	222	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	978										
73	69	441/2	441/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	979										
73	69	221	221	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	980										
73	69	443/2	443/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	981										
73	69	222	222	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	982										
73	69	445/2	445/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	983										
73	69	223	223	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	984										
73	69	441/2	441/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	985										
73	69	221	221	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	986										
73	69	443/2	443/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	987										
73	69	222	222	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	988										
73	69	445/2	445/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	989										
73	69	223	223	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	990										
74	70	447/2	447/2	0.0	0	0	Spanner	6/8	1	1	0													10	
74	70	447/2	447/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	991									10	
74	70	225	225	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	992									10	
74	70	226	226	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	993									10	
74	70	447/2	447/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	994									10	
74	70	224	224	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	995									10	
74	70	449/2	449/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	996									10	
74	70	225	225	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	997									10	
74	70	451/2	451/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	998									10	
74	70	226	226	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	999									10	
74	70	447/2	447/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1000										
74	70	224	224	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1001										
74	70	449/2	449/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1002										
75	71	453/2	453/2	0.0	0	0	Spanner	6/8	1	1	0														
75	71	453/2	453/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1003										
75	71	228	228	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1004										
75	71	229	229	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1005										
75	71	453/2	453/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1006										
75	71	227	227	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1007										
75	71	455/2	455/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1008										
75	71	228	228	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1009										
75	71	457/2	457/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1010										
75	71	229	229	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1011										
76	72	459/2	459/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1012										
76	72	231	231	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1013										
76	72	459/2	459/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1014										
76	72	230	230	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1015										
76	72	461/2	461/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1016										
76	72	231	231	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1017										
76	72	463/2	463/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1018										
76	72	232	232	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1019										
76	72	459/2	459/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1020										
77	73	465/2	465/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1021										
77	73	233	233	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1022										
77	73	467/2	467/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1023										
77	73	234	234	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1024										
77	73	469/2	469/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1025										
77	73	235	235	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1026										
77	73	465/2	465/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1027										
77	73	234	234	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1028										
77	73	465/2	465/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1029										
77	73	234	234	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1030										
78	74	471/2	471/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1031										
78	74	236	236	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1032										
78	74	473/2	473/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1033										
78	74	237	237	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1034										
78	74	475/2	475/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1035										
78	74	238	238	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1036										
78	74	471/2	471/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1037										
78	74	237	237	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1038										
78	74	471/2	471/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1039										
78	74	237	237	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1040										
79	75	477/2	477/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1041										
79	75	477/2	477/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1042										
79	75	239	239	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1043										
79	75	479/2	479/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1044										
79	75	240	240	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1045										
79	75	481/2	481/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1046										
79	75	241	241	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1047										
79	75	477/2	477/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1048										
79	75	240	240	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1049										
80	76	483/2	483/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1050										
80	76	242	242	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1051										
80	76	485/2	485/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1052										
80	76	243	243	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1053										
80	76	487/2	487/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1054										
80	76	244	244	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1055										
80	76	483/2	483/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1056										
80	76	243	243	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1057										
81	77	489/2	489/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1058										
81	77	245	245	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1059										
81	77	491/2	491/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1060										
81	77	246	246	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1061										
81	77	493/2	493/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1062										
81	77	247	247	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1063										
81	77	489/2	489/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1064										
81	77	246	246	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1065										
81	77	489/2	489/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1066										
81	77	246	246	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1067										
82	78	495/2	495/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1068										
82	78	248	248	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1069										
82	78	497/2	497/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1070										
82	78	249	249	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1071										
82	78	499/2	499/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1072										
82	78	250	250	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1073										
82	78	495/2	495/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1074										
82	78	249	249	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1075										
82	78	495/2	495/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1076										
82	78	497/2	497/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1077										
82	78	249	249	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1078										
82	78	499/2	499/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1079										
82	78	250	250	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1080										
83	79	501/2	501/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1081										
83	79	252	252	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1082										
83	79	501/2	501/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1083										
83	79	251	251	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1084										
83	79	503/2	503/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1085										
83	79	252	252	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1086										
83	79	505/2	505/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1087										
83	79	253	253	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1088										
83	79	501/2	501/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1089										
83	79	252	252	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1090										
84	80	507/2	507/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1091										
84	80	255	255	0.0	3/8	3/8	Dynamic	6/8	1	1	0						p								
84	80	255	255	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1092										
84	80	256	256	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1093										
84	80	507/2	507/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1094										
84	80	254	254	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1095										
84	80	509/2	509/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1096										
84	80	255	255	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1097										
84	80	507/2	507/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1098										
84	80	255	255	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1099										
84	80	511/2	511/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1100										
84	80	256	256	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1101										
85	81	513/2	513/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1102										
85	81	515/2	515/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1103										
85	81	258	258	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1104										
85	81	259	259	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1105										
85	81	513/2	513/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1106										
85	81	513/2	513/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1107										
85	81	257	257	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1108										
85	81	515/2	515/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1109										
85	81	258	258	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1110										
85	81	517/2	517/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1111										
85	81	259	259	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1112										
86	82	519/2	519/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1113										
86	82	521/2	521/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1114										
86	82	261	261	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1115										
86	82	519/2	519/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1116										
86	82	261	261	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1117										
86	82	523/2	523/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1118										
86	82	262	262	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1119										
86	82	519/2	519/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1120										
86	82	260	260	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1121										
86	82	521/2	521/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1122										
86	82	261	261	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1123										
86	82	523/2	523/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1124										
86	82	262	262	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1125										
87	83	525/2	525/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1126										
87	83	525/2	525/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1127										
87	83	527/2	527/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1128										
87	83	264	264	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1129										
87	83	265	265	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1130										
87	83	525/2	525/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1131										
87	83	263	263	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1132										
87	83	527/2	527/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1133										
87	83	264	264	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1134										
87	83	529/2	529/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1135										
87	83	265	265	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1136										
88	84	531/2	531/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1137										
88	84	267	267	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1138										
88	84	268	268	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1139										
88	84	531/2	531/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1140										
88	84	533/2	533/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1141										
88	84	267	267	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1142										
88	84	531/2	531/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1143										
88	84	266	266	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1144										
88	84	533/2	533/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1145										
88	84	267	267	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1146										
88	84	535/2	535/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1147										
88	84	268	268	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1148										
89	85	537/2	537/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1149										
89	85	539/2	539/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1150										
89	85	270	270	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1151										
89	85	271	271	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1152										
89	85	537/2	537/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1153										
89	85	537/2	537/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1154										
89	85	269	269	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1155										
89	85	539/2	539/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1156										
89	85	270	270	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1157										
89	85	541/2	541/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1158										
89	85	271	271	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1159										
90	86	543/2	543/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1160										
90	86	272	272	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1161										
90	86	545/2	545/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1162										
90	86	273	273	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1163										
90	86	543/2	543/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1164										
90	86	272	272	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1165										
90	86	545/2	545/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1166										
90	86	273	273	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1167										
90	86	543/2	543/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1168										
90	86	272	272	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1169										
90	86	545/2	545/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1170										
90	86	273	273	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1171										
90	86	547/2	547/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1172										
90	86	274	274	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1173										
91	87	549/2	549/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1174										
91	87	276	276	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1175										
91	87	551/2	551/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1176										
91	87	276	276	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1177										
91	87	553/2	553/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1178										
91	87	277	277	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1179										
91	87	549/2	549/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1180										
91	87	275	275	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1181										
91	87	551/2	551/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1182										
91	87	276	276	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1183										
91	87	553/2	553/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1184										
91	87	277	277	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1185										
92	88	555/2	555/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1186										
92	88	279	279	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1187										
92	88	555/2	555/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1188										
92	88	278	278	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1189										
92	88	557/2	557/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1190										
92	88	279	279	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1191										
92	88	559/2	559/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1192										
92	88	280	280	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1193										
92	88	555/2	555/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1194										
92	88	278	278	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1195										
92	88	557/2	557/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1196										
92	88	279	279	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1197										
92	88	559/2	559/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1198										
92	88	280	280	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1199										
93	89	561/2	561/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1200										
93	89	282	282	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1201										
93	89	283	283	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1202										
93	89	561/2	561/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1203										
93	89	281	281	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1204										
93	89	563/2	563/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1205										
93	89	282	282	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1206										
93	89	565/2	565/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1207										
93	89	283	283	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1208										
93	89	561/2	561/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1209										
93	89	281	281	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1210										
93	89	563/2	563/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1211										
93	89	282	282	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1212										
93	89	565/2	565/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1213										
93	89	283	283	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1214										
94	90	567/2	567/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1215										
94	90	284	284	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1216										
94	90	569/2	569/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1217										
94	90	285	285	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1218										
94	90	571/2	571/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1219										
94	90	286	286	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1220										
94	90	567/2	567/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1221										
94	90	569/2	569/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1222										
94	90	285	285	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1223										
94	90	567/2	567/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1224										
94	90	284	284	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1225										
94	90	569/2	569/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1226										
94	90	285	285	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1227										
94	90	571/2	571/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1228										
