mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
105	105	1253/4	1253/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1857													
105	105	2507/8	2507/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1858													
105	105	627/2	627/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1859			articStaccatoAbove										
105	105	2509/8	2509/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1860													
105	105	1255/4	1255/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1861													
105	105	2511/8	2511/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1862													
105	105	314	314	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1863			articStaccatoBelow										
105	105	2513/8	2513/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1864													
105	105	1257/4	1257/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1865													
105	105	2515/8	2515/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1866													
105	105	312	312	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1867													
105	105	629/2	629/2	0.125	5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	1868			articStaccatoBelow										
105	105	2517/8	2517/8	0.125	21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	1869													
105	105	1259/4	1259/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	1870													
105	105	2519/8	2519/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	1871													
106	106	315	315	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1872			articStaccatoBelow										
106	106	2521/8	2521/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1873													
106	106	1261/4	1261/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1874													
106	106	2523/8	2523/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1875													
106	106	631/2	631/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1876													
106	106	2525/8	2525/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1877													
106	106	1263/4	1263/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1878													
106	106	2527/8	2527/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1879													
106	106	316	316	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1880			articStaccatoBelow										
106	106	2529/8	2529/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1881													
106	106	1265/4	1265/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1882													
106	106	2531/8	2531/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1883													
106	106	633/2	633/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1884													
106	106	2533/8	2533/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1885													
106	106	1267/4	1267/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1886													
106	106	2535/8	2535/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1887													
106	106	317	317	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1888			articStaccatoAbove										
106	106	2537/8	2537/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1889													
106	106	1269/4	1269/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1890													
106	106	2539/8	2539/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1891													
106	106	635/2	635/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1892													
106	106	2541/8	2541/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1893													
106	106	1271/4	1271/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1894													
106	106	2543/8	2543/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1895													
106	106	315	315	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1896													
106	106	316	316	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1897													
106	106	317	317	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1898													
107	107	318	318	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1899			articStaccatoAbove										
107	107	2545/8	2545/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1900													
107	107	1273/4	1273/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1901													
107	107	2547/8	2547/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1902													
107	107	637/2	637/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1903			articStaccatoAbove										
107	107	2549/8	2549/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1904													
107	107	1275/4	1275/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1905													
107	107	2551/8	2551/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1906													
107	107	319	319	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1907			articStaccatoAbove										
107	107	2553/8	2553/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1908													
107	107	1277/4	1277/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1909													
107	107	2555/8	2555/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1910													
107	107	639/2	639/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1911			articStaccatoBelow										
107	107	2557/8	2557/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1912													
107	107	1279/4	1279/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1913													
107	107	2559/8	2559/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1914													
107	107	320	320	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1915			articStaccatoAbove										
107	107	2561/8	2561/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1916													
107	107	1281/4	1281/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1917													
107	107	2563/8	2563/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1918													
107	107	641/2	641/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1919			articStaccatoAbove										
107	107	2565/8	2565/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1920													
107	107	1283/4	1283/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1921													
107	107	2567/8	2567/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1922													
107	107	318	318	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1923													
108	108	321	321	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1924			articStaccatoAbove										
108	108	2569/8	2569/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1925													
108	108	1285/4	1285/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1926													
108	108	2571/8	2571/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1927													
108	108	643/2	643/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1928													
108	108	2573/8	2573/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1929													
108	108	1287/4	1287/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1930													
108	108	2575/8	2575/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1931													
108	108	322	322	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1932			articStaccatoBelow										
108	108	2577/8	2577/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1933													
108	108	1289/4	1289/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1934													
108	108	2579/8	2579/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1935													
108	108	645/2	645/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1936													
108	108	2581/8	2581/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1937													
108	108	1291/4	1291/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1938													
108	108	2583/8	2583/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1939													
108	108	323	323	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1940			articStaccatoAbove										
108	108	2585/8	2585/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1941													
108	108	1293/4	1293/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1942													
108	108	2587/8	2587/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1943													
108	108	647/2	647/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1944													
108	108	2589/8	2589/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1945													
108	108	1295/4	1295/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1946													
108	108	2591/8	2591/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1947													
108	108	321	321	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1948													
108	108	322	322	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1949													
108	108	323	323	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1950													
109	109	324	324	0.0	0	0	Spanner	3/4	1	1	0																	23
109	109	324	324	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1951													23
109	109	2593/8	2593/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1952													23
109	109	1297/4	1297/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1953													23
109	109	2595/8	2595/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1954													23
109	109	649/2	649/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1955													23
109	109	2597/8	2597/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1956													23
109	109	1299/4	1299/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1957													23
109	109	2599/8	2599/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1958													23
109	109	325	325	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1959													23
109	109	2601/8	2601/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1960													23
109	109	1301/4	1301/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1961													23
109	109	2603/8	2603/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1962													23
109	109	651/2	651/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1963													23
109	109	2605/8	2605/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1964													23
109	109	1303/4	1303/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1965													23
109	109	2607/8	2607/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1966													23
109	109	326	326	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1967													23
109	109	2609/8	2609/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1968													23
109	109	1305/4	1305/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1969													23
109	109	2611/8	2611/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1970													23
109	109	653/2	653/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1971													23
109	109	2613/8	2613/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1972													23
109	109	1307/4	1307/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1973													23
109	109	2615/8	2615/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1974													23
109	109	324	324	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1975													
109	109	325	325	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1976													
109	109	326	326	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1977													
109	109	653/2	653/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1978													
110	110	327	327	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1979													23
110	110	2617/8	2617/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1980													23
110	110	1309/4	1309/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1981													23
110	110	2619/8	2619/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1982													23
110	110	655/2	655/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1983													23
110	110	2621/8	2621/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1984													23
110	110	1311/4	1311/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1985													23
110	110	2623/8	2623/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1986													23
110	110	328	328	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1987													23
110	110	2625/8	2625/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1988													23
110	110	1313/4	1313/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1989													23
110	110	2627/8	2627/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1990													23
110	110	657/2	657/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1991													23
110	110	2629/8	2629/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1992													23
110	110	1315/4	1315/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1993													23
110	110	2631/8	2631/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1994													23
110	110	329	329	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1995													23
110	110	2633/8	2633/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1996													23
110	110	1317/4	1317/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1997													23
110	110	2635/8	2635/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1998													23
110	110	659/2	659/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1999													23
110	110	2637/8	2637/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	2000													23
110	110	1319/4	1319/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	2001													23
110	110	2639/8	2639/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	2002													23
110	110	327	327	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2003													
110	110	328	328	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2004													
110	110	329	329	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2005													
110	110	659/2	659/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2006													
111	111	330	330	0.0	0	0	Spanner	3/4	1	1	0																	
111	111	330	330	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2007									137				
111	111	331	331	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2008									137				
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2009									137				
111	111	663/2	663/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2010									137				
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2011									137				
111	111	332	332	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2012									137				
111	111	665/2	665/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2013									137				
111	111	330	330	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2014									138				
111	111	661/2	661/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2015									138				
111	111	331	331	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2016									138				
111	111	663/2	663/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	2017									138				
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	2018													
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2019													
111	111	330	330	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2020													
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	2021													
112	112	333	333	0.0	0	0	Spanner	3/4	1	1	0													137				24
112	112	333	333	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2022									137				24
112	112	1333/4	1333/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2023									137				24
112	112	667/2	667/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2024									137				24
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2025									137				24
112	112	334	334	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2026									137				24
112	112	1337/4	1337/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2027									137				24
112	112	669/2	669/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2028									137				24
112	112	1339/4	1339/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2029									137				24
112	112	335	335	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2030									137				24
112	112	1341/4	1341/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2031									137				24
112	112	671/2	671/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2032									137				24
112	112	1343/4	1343/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2033													24
112	112	333	333	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2034									139				
112	112	669/2	669/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2035													
112	112	335	335	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	2036													
112	112	1343/4	1343/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	2037													
113	113	336	336	0.0	0	0	Spanner	3/4	1	1	0																	
113	113	336	336	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2038									140				
113	113	337	337	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2039									140				
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2040									140				
113	113	675/2	675/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2041									140				
113	113	1351/4	1351/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2042									140				
113	113	338	338	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2043									140				
113	113	677/2	677/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2044													
113	113	336	336	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	2045													
113	113	1345/4	1345/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	2046													
113	113	673/2	673/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	2047													
113	113	1347/4	1347/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2048													
113	113	337	337	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2049													
113	113	336	336	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	2050													
113	113	337	337	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	2051													
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16		1/16	1	2052													
113	113	675/2	675/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	2053													
113	113	1351/4	1351/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	2054													
113	113	338	338	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	2055													
113	113	1353/4	1353/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	2056													
113	113	677/2	677/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	2057													
113	113	1355/4	1355/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	2058													
114	114	339	339	0.0	0	0	Spanner	3/4	1	1	0																	25
114	114	339	339	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2059									141				25
114	114	340	340	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	2060													25
114	114	683/2	683/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2061													25
114	114	339	339	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2062									142				25
114	114	340	340	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	2063									142				25
114	114	681/2	681/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	2064									142				25
114	114	341	341	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	2065									142				25
114	114	683/2	683/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	2066													25
114	114	339	339	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2067									143				
114	114	340	340	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2068									143				
114	114	681/2	681/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2069									143				
114	114	341	341	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2070									143				
114	114	683/2	683/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2071													
114	114	339	339	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2072													
114	114	341	341	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	2073													
114	114	683/2	683/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	2074													
115	115	342	342	0.0	0	0	Spanner	3/4	1	1	0																	
115	115	342	342	0.0	0	0	Spanner	3/4	1	1	0																17	
115	115	342	342	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	2075												17	
115	115	344	344	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
115	115	344	344	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2076													
115	115	342	342	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2077									144				
115	115	343	343	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	2078													
115	115	344	344	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	2079													
115	115	342	342	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2080													
115	115	344	344	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2081													
115	115	342	342	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	2082													
115	115	344	344	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	2083													
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2084													
116	116	345	345	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	2085													
116	116	345	345	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2086													
116	116	345	345	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	2087													
