mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Trill:trill
115	101	610/3	652/3	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3081										
115	101	2441/12	2609/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3082										
115	101	407/2	435/2	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3083										
115	101	2443/12	2611/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3084										
115	101	611/3	653/3	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3085										
115	101	815/4	871/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3086										
115	101	1223/6	1307/6	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3087										
115	101	2447/12	2615/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3088										
115	101	204	218	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3089										
115	101	2449/12	2617/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3090										
115	101	1225/6	1309/6	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3091										
116	102	817/4	873/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3092								18		
116	102	205	219	0.0		3/16	3/16	Dynamic	9/16	1	1	0						sf								
116	102	205	219	0.0		3/16	3/16	Spanner	9/16	1	1	0														
116	102	205	219	0.0		3/16	3/16	Spanner	9/16	1	1	0													19	
116	102	205	219	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3093									19	
116	102	823/4	879/4	0.0		3/8	3/8	Spanner	9/16	1	1	0														
116	102	823/4	879/4	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3094										
116	102	825/4	881/4	0.08333333333333333		1/2	1/2	Chord	9/16	1	1	1/48		1/32	2/3	3095										
116	102	619/3	661/3	0.08333333333333333		25/48	25/48	Chord	9/16	1	1	1/48		1/32	2/3	3096										
116	102	2477/12	2645/12	0.08333333333333333		13/24	13/24	Chord	9/16	1	1	1/48		1/32	2/3	3097										
116	102	817/4	873/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3098										
116	102	613/3	655/3	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3099										
116	102	2453/12	2621/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3100										
116	102	409/2	437/2	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3101										
116	102	2455/12	2623/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3102										
116	102	614/3	656/3	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3103										
116	102	819/4	875/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3104										
116	102	1229/6	1313/6	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3105										
116	102	2459/12	2627/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3106										
116	102	205	219	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3107										
116	102	2461/12	2629/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3108										
116	102	1231/6	1315/6	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3109										
116	102	821/4	877/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3110										
116	102	616/3	658/3	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3111										
116	102	2465/12	2633/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3112										
116	102	411/2	439/2	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3113										
116	102	2467/12	2635/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3114										
116	102	617/3	659/3	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3115										
116	102	823/4	879/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3116										
116	102	1235/6	1319/6	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3117										
116	102	2471/12	2639/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3118										
116	102	206	220	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3119										
116	102	2473/12	2641/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3120										
116	102	1237/6	1321/6	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3121										
116	102	825/4	881/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3122										
116	102	619/3	661/3	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3123										
116	102	2477/12	2645/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3124										
117	103	413/2	441/2	0.0		0	0	Spanner	9/16	1	1	0												19		
117	103	413/2	441/2	0.08333333333333333		0	0	Chord	9/16	1	1	1/48		1/32	2/3	3125								19		
117	103	2479/12	2647/12	0.08333333333333333		1/48	1/48	Chord	9/16	1	1	1/48		1/32	2/3	3126								19		
117	103	620/3	662/3	0.08333333333333333		1/24	1/24	Chord	9/16	1	1	1/48		1/32	2/3	3127								19		
117	103	207	221	0.08333333333333333		1/8	1/8	Chord	9/16	1	1	1/48		1/32	2/3	3128								19		
117	103	2485/12	2653/12	0.08333333333333333		7/48	7/48	Chord	9/16	1	1	1/48		1/32	2/3	3129								19		
117	103	1243/6	1327/6	0.08333333333333333		1/6	1/6	Chord	9/16	1	1	1/48		1/32	2/3	3130								19		
117	103	829/4	885/4	0.08333333333333333		3/16	3/16	Chord	9/16	1	1	1/48		1/32	2/3	3131								19		
117	103	622/3	664/3	0.08333333333333333		5/24	5/24	Chord	9/16	1	1	1/48		1/32	2/3	3132								19		
117	103	2489/12	2657/12	0.08333333333333333		11/48	11/48	Chord	9/16	1	1	1/48		1/32	2/3	3133								19		
117	103	415/2	443/2	0.08333333333333333		1/4	1/4	Chord	9/16	1	1	1/48		1/32	2/3	3134								19		
117	103	2491/12	2659/12	0.08333333333333333		13/48	13/48	Chord	9/16	1	1	1/48		1/32	2/3	3135								19		
117	103	623/3	665/3	0.08333333333333333		7/24	7/24	Chord	9/16	1	1	1/48		1/32	2/3	3136								19		
117	103	831/4	887/4	0.0		5/16	5/16	Dynamic	9/16	1	1	0						sf						19		
117	103	831/4	887/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	3137								19		
117	103	208	222	0.08333333333333333		3/8	3/8	Chord	9/16	1	1	1/48		1/32	2/3	3138								19		
117	103	2497/12	2665/12	0.08333333333333333		19/48	19/48	Chord	9/16	1	1	1/48		1/32	2/3	3139								19		
117	103	1249/6	1333/6	0.08333333333333333		5/12	5/12	Chord	9/16	1	1	1/48		1/32	2/3	3140								19		
117	103	833/4	889/4	0.08333333333333333		7/16	7/16	Chord	9/16	1	1	1/48		1/32	2/3	3141								19		
117	103	625/3	667/3	0.08333333333333333		11/24	11/24	Chord	9/16	1	1	1/48		1/32	2/3	3142								19		
117	103	2501/12	2669/12	0.08333333333333333		23/48	23/48	Chord	9/16	1	1	1/48		1/32	2/3	3143								19		
117	103	417/2	445/2	0.08333333333333333		1/2	1/2	Chord	9/16	1	1	1/48		1/32	2/3	3144								19		
117	103	2503/12	2671/12	0.08333333333333333		25/48	25/48	Chord	9/16	1	1	1/48		1/32	2/3	3145								19		
117	103	626/3	668/3	0.08333333333333333		13/24	13/24	Chord	9/16	1	1	1/48		1/32	2/3	3146								19		
117	103	413/2	441/2	0.0		0	0	Spanner	9/16	2	1	0										0	0			
117	103	827/4	883/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3147						0	0			
117	103	1241/6	1325/6	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3148						0	0			
117	103	2483/12	2651/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3149						0	0			
118	104	209	223	0.08333333333333333		1/16	1/16	Chord	9/16	1	1	1/48		1/32	2/3	3150								19		
118	104	2509/12	2677/12	0.08333333333333333		1/12	1/12	Chord	9/16	1	1	1/48		1/32	2/3	3151								19		
118	104	1255/6	1339/6	0.08333333333333333		5/48	5/48	Chord	9/16	1	1	1/48		1/32	2/3	3152								19		
118	104	419/2	447/2	0.08333333333333333		3/16	3/16	Chord	9/16	1	1	1/48		1/32	2/3	3153								19		
118	104	2515/12	2683/12	0.08333333333333333		5/24	5/24	Chord	9/16	1	1	1/48		1/32	2/3	3154								19		
118	104	629/3	671/3	0.08333333333333333		11/48	11/48	Chord	9/16	1	1	1/48		1/32	2/3	3155								19		
118	104	839/4	895/4	0.08333333333333333		1/4	1/4	Chord	9/16	1	1	1/48		1/32	2/3	3156								19		
118	104	1259/6	1343/6	0.08333333333333333		13/48	13/48	Chord	9/16	1	1	1/48		1/32	2/3	3157								19		
118	104	2519/12	2687/12	0.08333333333333333		7/24	7/24	Chord	9/16	1	1	1/48		1/32	2/3	3158								19		
118	104	210	224	0.0625		5/16	5/16	Chord	9/16	1	1	1/64		1/64	1	3159								19		
118	104	3361/16	3585/16	0.0625		21/64	21/64	Chord	9/16	1	1	1/64		1/64	1	3160								19		
118	104	1681/8	1793/8	0.0625		11/32	11/32	Chord	9/16	1	1	1/64		1/64	1	3161								19		
118	104	3363/16	3587/16	0.0		23/64	23/64	Dynamic	9/16	1	1	0						sf						19		
118	104	3363/16	3587/16	0.0625		23/64	23/64	Chord	9/16	1	1	1/64		1/64	1	3162								19		
118	104	841/4	897/4	0.08333333333333333		3/8	3/8	Chord	9/16	1	1	1/48		1/32	2/3	3163								19		
118	104	631/3	673/3	0.08333333333333333		19/48	19/48	Chord	9/16	1	1	1/48		1/32	2/3	3164								19		
118	104	2525/12	2693/12	0.08333333333333333		5/12	5/12	Chord	9/16	1	1	1/48		1/32	2/3	3165								19		
118	104	421/2	449/2	0.08333333333333333		7/16	7/16	Chord	9/16	1	1	1/48		1/32	2/3	3166								19		
118	104	2527/12	2695/12	0.08333333333333333		11/24	11/24	Chord	9/16	1	1	1/48		1/32	2/3	3167								19		
118	104	632/3	674/3	0.08333333333333333		23/48	23/48	Chord	9/16	1	1	1/48		1/32	2/3	3168								19		
118	104	843/4	899/4	0.08333333333333333		1/2	1/2	Chord	9/16	1	1	1/48		1/32	2/3	3169								19		
118	104	1265/6	1349/6	0.08333333333333333		25/48	25/48	Chord	9/16	1	1	1/48		1/32	2/3	3170								19		
118	104	2531/12	2699/12	0.08333333333333333		13/24	13/24	Chord	9/16	1	1	1/48		1/32	2/3	3171								19		
118	104	835/4	891/4	0.0		0	0	Spanner	9/16	2	1	0														
118	104	835/4	891/4	0.0		0	0	Spanner	9/16	2	1	0										1	1			
118	104	835/4	891/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3172						1	1			
118	104	1253/6	1337/6	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3173						1	1			
118	104	2507/12	2675/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3174						1	1			
118	104	837/4	893/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3175						1	1			
118	104	628/3	670/3	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3176						1	1			
118	104	2513/12	2681/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3177						1	1			
119	105	845/4	901/4	0.08333333333333333		1/16	1/16	Chord	9/16	1	1	1/48		1/32	2/3	3178								19		
119	105	634/3	676/3	0.08333333333333333		1/12	1/12	Chord	9/16	1	1	1/48		1/32	2/3	3179								19		
119	105	2537/12	2705/12	0.08333333333333333		5/48	5/48	Chord	9/16	1	1	1/48		1/32	2/3	3180								19		
119	105	423/2	451/2	0.08333333333333333		1/8	1/8	Chord	9/16	1	1	1/48		1/32	2/3	3181								19		
119	105	2539/12	2707/12	0.08333333333333333		7/48	7/48	Chord	9/16	1	1	1/48		1/32	2/3	3182								19		
119	105	635/3	677/3	0.08333333333333333		1/6	1/6	Chord	9/16	1	1	1/48		1/32	2/3	3183								19		
119	105	212	226	0.08333333333333333		1/4	1/4	Chord	9/16	1	1	1/48		1/32	2/3	3184								19		
119	105	2545/12	2713/12	0.08333333333333333		13/48	13/48	Chord	9/16	1	1	1/48		1/32	2/3	3185								19		
119	105	1273/6	1357/6	0.08333333333333333		7/24	7/24	Chord	9/16	1	1	1/48		1/32	2/3	3186								19		
119	105	849/4	905/4	0.08333333333333333		5/16	5/16	Chord	9/16	1	1	1/48		1/32	2/3	3187								19		
119	105	637/3	679/3	0.08333333333333333		1/3	1/3	Chord	9/16	1	1	1/48		1/32	2/3	3188								19		
119	105	2549/12	2717/12	0.08333333333333333		17/48	17/48	Chord	9/16	1	1	1/48		1/32	2/3	3189								19		
119	105	425/2	453/2	0.08333333333333333		3/8	3/8	Chord	9/16	1	1	1/48		1/32	2/3	3190								19		
119	105	2551/12	2719/12	0.08333333333333333		19/48	19/48	Chord	9/16	1	1	1/48		1/32	2/3	3191								19		
119	105	638/3	680/3	0.08333333333333333		5/12	5/12	Chord	9/16	1	1	1/48		1/32	2/3	3192								19		
119	105	851/4	907/4	0.08333333333333333		7/16	7/16	Chord	9/16	1	1	1/48		1/32	2/3	3193								19		
119	105	1277/6	1361/6	0.08333333333333333		11/24	11/24	Chord	9/16	1	1	1/48		1/32	2/3	3194								19		
119	105	2555/12	2723/12	0.08333333333333333		23/48	23/48	Chord	9/16	1	1	1/48		1/32	2/3	3195								19		
119	105	213	227	0.08333333333333333		1/2	1/2	Chord	9/16	1	1	1/48		1/32	2/3	3196								19		
119	105	2557/12	2725/12	0.08333333333333333		25/48	25/48	Chord	9/16	1	1	1/48		1/32	2/3	3197								19		
119	105	1279/6	1363/6	0.08333333333333333		13/24	13/24	Chord	9/16	1	1	1/48		1/32	2/3	3198								19		
119	105	211	225	0.0		0	0	Spanner	9/16	2	1	0														
119	105	211	225	0.0		0	0	Spanner	9/16	2	1	0										2	2			
119	105	211	225	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3199						2	2			
119	105	2533/12	2701/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3200						2	2			
119	105	1267/6	1351/6	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3201						2	2			
119	105	845/4	901/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3202						2	2			
119	105	634/3	676/3	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3203						2	2			
119	105	2537/12	2705/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3204						2	2			
119	105	423/2	451/2	0.25		1/8	1/8	Chord	9/16	2	1	1/16		1/16	1	3205						2	2			
119	105	847/4	903/4	0.0		3/16	3/16	Spanner	9/16	2	1	0														
119	105	847/4	903/4	0.0		3/16	3/16	Spanner	9/16	2	1	0										3	3			
119	105	847/4	903/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3206						3	3			
119	105	1271/6	1355/6	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3207						3	3			
119	105	2543/12	2711/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3208						3	3			
119	105	212	226	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3209						3	3			
119	105	2545/12	2713/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3210						3	3			
119	105	1273/6	1357/6	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3211						3	3			
119	105	849/4	905/4	0.25		5/16	5/16	Chord	9/16	2	1	1/16		1/16	1	3212						3	3			
119	105	425/2	453/2	0.0		3/8	3/8	Spanner	9/16	2	1	0														
120	106	853/4	909/4	0.0		0	0	Dynamic	9/16	1	1	0						f								
120	106	853/4	909/4	0.0		0	0	Spanner	9/16	1	1	0														
120	106	853/4	909/4	0.0		0	0	Spanner	9/16	1	1	0														0
120	106	853/4	909/4	0.0		0	0	Chord	9/16	1	1	0	grace32	1/32	1	3213										0
120	106	853/4	909/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3214										0
120	106	859/4	915/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3215										0
120	106	859/4	915/4	0.0		3/8	3/8	Dynamic	9/16	2	1	0						f								
120	106	859/4	915/4	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3216				169						
120	106	861/4	917/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3217										
121	107	217	231	0.0		3/8	3/8	Dynamic	9/16	1	1	0						p								0
121	107	217	231	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3218				170						0
121	107	435/2	463/2	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3219										0
121	107	431/2	459/2	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3220										
121	107	217	231	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3221										
121	107	431/2	459/2	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3222										
121	107	217	231	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3223				171						
121	107	435/2	463/2	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3224										
122	108	871/4	927/4	0.0		0	0	Spanner	9/16	1	1	0													20	0
122	108	871/4	927/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3225									20	0
122	108	877/4	933/4	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3226				172					20	0
122	108	879/4	935/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3227									20	0
122	108	871/4	927/4	0.75		0	0	Chord	9/16	1	2	3/16		1/8	3/2	3228									20	
122	108	437/2	465/2	1.5		3/16	3/16	Chord	9/16	1	2	3/8		1/4	3/2	3229									20	
122	108	871/4	927/4	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3230										
122	108	877/4	933/4	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3231				173						
122	108	879/4	935/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3232										
123	109	220	234	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3233									20	0
123	109	883/4	939/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3234									20	0
123	109	443/2	471/2	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3235									20	0
123	109	220	234	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3236									20	
123	109	443/2	471/2	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3237									20	
123	109	220	234	0.75		0	0	Chord	9/16	2	1	3/16		1/8	3/2	3238										
123	109	883/4	939/4	0.75		3/16	3/16	Chord	9/16	2	1	3/16		1/8	3/2	3239										
123	109	443/2	471/2	0.75		3/8	3/8	Chord	9/16	2	1	3/16		1/8	3/2	3240										
124	110	889/4	945/4	0.0		0	0	Dynamic	9/16	1	1	0						pp								0
124	110	889/4	945/4	0.0		0	0	Spanner	9/16	1	1	0														0
124	110	889/4	945/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3241										0
124	110	223	237	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3242										0
124	110	895/4	951/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3243										0
124	110	889/4	945/4	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3244										
124	110	895/4	951/4	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3245										
124	110	889/4	945/4	0.75		0	0	Chord	9/16	2	1	3/16		1/8	3/2	3246										
124	110	223	237	0.75		3/16	3/16	Chord	9/16	2	1	3/16		1/8	3/2	3247										
124	110	895/4	951/4	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3248				174						
124	110	897/4	953/4	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3249										
125	111	449/2	477/2	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3250										0
125	111	901/4	957/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3251										0
125	111	226	240	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3252										0
125	111	449/2	477/2	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3253										
125	111	226	240	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3254										
125	111	449/2	477/2	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3255										
125	111	226	240	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3256										
125	111	453/2	481/2	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3257										
126	112	907/4	963/4	0.0		0	0	Spanner	9/16	1	1	0														
126	112	907/4	963/4	0.0		0	0	Spanner	9/16	1	1	0												20		
126	112	907/4	963/4	0.0		0	0	Spanner	9/16	1	1	0												20		1
126	112	907/4	963/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3258								20		1
126	112	913/4	969/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3259								20		1
126	112	907/4	963/4	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3260								20		
126	112	913/4	969/4	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3261								20		
126	112	907/4	963/4	0.0		0	0	Spanner	9/16	2	1	0														2
126	112	907/4	963/4	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3262										2
126	112	913/4	969/4	0.75		3/8	3/8	Chord	9/16	2	1	3/16		1/8	3/2	3263										2
126	112	907/4	963/4	0.75		0	0	Chord	9/16	2	2	3/16		1/8	3/2	3264										
126	112	455/2	483/2	0.75		3/16	3/16	Chord	9/16	2	2	3/16		1/8	3/2	3265										
126	112	913/4	969/4	0.75		3/8	3/8	Chord	9/16	2	2	3/16		1/8	3/2	3266										
127	113	229	243	0.0		0	0	Spanner	9/16	1	1	0														1
127	113	229	243	0.0		0	0	Spanner	9/16	1	1	0													21	1
127	113	229	243	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3267									21	1
127	113	461/2	489/2	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3268									21	1
127	113	229	243	1.5		0	0	Chord	9/16	1	2	3/8		1/4	3/2	3269									21	
127	113	461/2	489/2	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3270									21	
127	113	229	243	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3271										2
127	113	461/2	489/2	0.75		3/8	3/8	Chord	9/16	2	1	3/16		1/8	3/2	3272										2
127	113	229	243	0.75		0	0	Chord	9/16	2	2	3/16		1/8	3/2	3273										
127	113	919/4	975/4	0.75		3/16	3/16	Chord	9/16	2	2	3/16		1/8	3/2	3274										
127	113	461/2	489/2	0.75		3/8	3/8	Chord	9/16	2	2	3/16		1/8	3/2	3275										
128	114	925/4	981/4	0.0		0	0	Dynamic	9/16	1	1	0						p								1
128	114	925/4	981/4	0.0		0	0	Spanner	9/16	1	1	0														1
128	114	925/4	981/4	0.0		0	0	Spanner	9/16	1	1	0												21		1
128	114	925/4	981/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3276								21		1
128	114	931/4	987/4	0.0		3/8	3/8	Spanner	9/16	1	1	0												21		
128	114	925/4	981/4	0.75		0	0	Chord	9/16	1	2	3/16		1/8	3/2	3277								21		
128	114	232	246	0.75		3/16	3/16	Chord	9/16	1	2	3/16		1/8	3/2	3278								21		
128	114	931/4	987/4	0.75		3/8	3/8	Chord	9/16	1	2	3/16		1/8	3/2	3279								21		
128	114	925/4	981/4	0.75		0	0	Chord	9/16	2	1	3/16		1/8	3/2	3280										2
128	114	232	246	0.0		3/16	3/16	Spanner	9/16	2	1	0														
128	114	925/4	981/4	0.75		0	0	Chord	9/16	2	2	3/16		1/8	3/2	3281										
129	115	467/2	495/2	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3282								21		
129	115	937/4	993/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3283								21		
129	115	235	249	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3284								21		
130	116	943/4	999/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3285								21		
130	116	473/2	501/2	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3286								21		
130	116	949/4	1005/4	0.0		3/8	3/8	Dynamic	9/16	1	1	0						sf								
130	116	949/4	1005/4	0.0		3/8	3/8	Spanner	9/16	1	1	0														
130	116	949/4	1005/4	0.0		3/8	3/8	Spanner	9/16	1	1	0													22	
130	116	949/4	1005/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3287									22	
130	116	949/4	1005/4	0.0		3/8	3/8	Dynamic	9/16	2	1	0						sf								
130	116	949/4	1005/4	0.0		3/8	3/8	Spanner	9/16	2	1	0													23	
130	116	949/4	1005/4	0.75		3/8	3/8	Chord	9/16	2	1	3/16		1/8	3/2	3288									23	
131	117	238	252	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3289									22	
131	117	479/2	507/2	0.0		3/8	3/8	Spanner	9/16	1	1	0														
131	117	479/2	507/2	0.0		3/8	3/8	Chord	9/16	1	1	0	grace32after	1/32	1	3290										
131	117	479/2	507/2	0.0		3/8	3/8	Chord	9/16	1	1	0	grace32after	1/32	1	3291										
131	117	479/2	507/2	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3292										
131	117	238	252	1.5		0	0	Chord	9/16	2	1	3/8		1/4	3/2	3293									23	
131	117	479/2	507/2	0.0		3/8	3/8	Dynamic	9/16	2	1	0						p								
131	117	479/2	507/2	0.0		3/8	3/8	Spanner	9/16	2	1	0														
131	117	479/2	507/2	0.5		3/8	3/8	Chord	9/16	2	1	1/8		1/8	1	3294				175						
131	117	240	254	0.25		1/2	1/2	Chord	9/16	2	1	1/16		1/16	1	3295										
132	118	961/4	1017/4	0.0		0	0	Dynamic	9/16	1	1	0						p								
132	118	961/4	1017/4	0.0		0	0	Spanner	9/16	1	1	0												22		
132	118	961/4	1017/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3296				176				22		
132	118	241	255	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3297				176				22		
132	118	967/4	1023/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3298				176				22		
